nmkab,date,mean
SUBULUSSALAM,2026-03-17,
LHOKSEUMAWE,2026-03-17,
BANDA ACEH,2026-03-17,
NAGAN RAYA,2026-03-17,
ACEH TAMIANG,2026-03-17,
BENER MERIAH,2026-03-17,
ACEH JAYA,2026-03-17,0.0
ACEH UTARA,2026-03-17,
BIREUEN,2026-03-17,
GAYO LUES,2026-03-17,
ACEH BARAT DAYA,2026-03-17,
ACEH BESAR,2026-03-17,0.7434058306339657
ACEH BARAT,2026-03-17,
PIDIE,2026-03-17,
ACEH TENGGARA,2026-03-17,
ACEH SELATAN,2026-03-17,
ACEH TENGAH,2026-03-17,
ACEH TIMUR,2026-03-17,
ACEH SINGKIL,2026-03-17,
SIMEULUE,2026-03-17,
PIDIE JAYA,2026-03-17,
LANGSA,2026-03-17,
SABANG,2026-03-17,0.6116519394937846
SUBULUSSALAM,2026-03-17,
LHOKSEUMAWE,2026-03-17,
BANDA ACEH,2026-03-17,0.8898488120950324
NAGAN RAYA,2026-03-17,
ACEH TAMIANG,2026-03-17,
BENER MERIAH,2026-03-17,
ACEH JAYA,2026-03-17,
ACEH UTARA,2026-03-17,
BIREUEN,2026-03-17,
GAYO LUES,2026-03-17,
ACEH BARAT DAYA,2026-03-17,
ACEH BESAR,2026-03-17,0.7510130743940671
ACEH BARAT,2026-03-17,
PIDIE,2026-03-17,
ACEH TENGGARA,2026-03-17,
ACEH SELATAN,2026-03-17,
ACEH TENGAH,2026-03-17,
ACEH TIMUR,2026-03-17,
ACEH SINGKIL,2026-03-17,
SIMEULUE,2026-03-17,
PIDIE JAYA,2026-03-21,
LANGSA,2026-03-21,
SABANG,2026-03-21,
SUBULUSSALAM,2026-03-21,0.5826513911620295
LHOKSEUMAWE,2026-03-21,
BANDA ACEH,2026-03-21,
NAGAN RAYA,2026-03-21,
ACEH TAMIANG,2026-03-21,
BENER MERIAH,2026-03-21,
ACEH JAYA,2026-03-21,
ACEH UTARA,2026-03-21,
BIREUEN,2026-03-21,
GAYO LUES,2026-03-21,
ACEH BARAT DAYA,2026-03-21,
ACEH BESAR,2026-03-21,
ACEH BARAT,2026-03-21,
PIDIE,2026-03-21,
ACEH TENGGARA,2026-03-21,0.673169843559614
ACEH SELATAN,2026-03-21,0.6698932737652024
ACEH TENGAH,2026-03-21,
ACEH TIMUR,2026-03-21,
ACEH SINGKIL,2026-03-21,
SIMEULUE,2026-03-21,
PIDIE JAYA,2026-03-21,
LANGSA,2026-03-21,
SABANG,2026-03-21,
SUBULUSSALAM,2026-03-21,
LHOKSEUMAWE,2026-03-21,
BANDA ACEH,2026-03-21,
NAGAN RAYA,2026-03-21,
ACEH TAMIANG,2026-03-21,0.5214158605986926
BENER MERIAH,2026-03-21,
ACEH JAYA,2026-03-21,
ACEH UTARA,2026-03-21,
BIREUEN,2026-03-21,
GAYO LUES,2026-03-21,
ACEH BARAT DAYA,2026-03-21,
ACEH BESAR,2026-03-21,
ACEH BARAT,2026-03-21,
PIDIE,2026-03-21,
ACEH TENGGARA,2026-03-21,
ACEH SELATAN,2026-03-21,
ACEH TENGAH,2026-03-21,
ACEH TIMUR,2026-03-21,
ACEH SINGKIL,2026-03-21,
SIMEULUE,2026-03-21,
PIDIE JAYA,2026-03-21,
LANGSA,2026-03-21,0.3636363636363636
SABANG,2026-03-21,
SUBULUSSALAM,2026-03-21,
LHOKSEUMAWE,2026-03-21,
BANDA ACEH,2026-03-21,
NAGAN RAYA,2026-03-21,
ACEH TAMIANG,2026-03-21,
BENER MERIAH,2026-03-21,
ACEH JAYA,2026-03-21,
ACEH UTARA,2026-03-21,
BIREUEN,2026-03-21,
GAYO LUES,2026-03-21,
ACEH BARAT DAYA,2026-03-21,
ACEH BESAR,2026-03-21,
ACEH BARAT,2026-03-21,
PIDIE,2026-03-21,
ACEH TENGGARA,2026-03-21,
ACEH SELATAN,2026-03-21,
ACEH TENGAH,2026-03-21,
ACEH TIMUR,2026-03-21,0.934412265758092
ACEH SINGKIL,2026-03-21,
SIMEULUE,2026-03-21,
PIDIE JAYA,2026-03-21,
LANGSA,2026-03-21,
SABANG,2026-03-21,
SUBULUSSALAM,2026-03-21,1.0
LHOKSEUMAWE,2026-03-21,
BANDA ACEH,2026-03-21,
NAGAN RAYA,2026-03-21,
ACEH TAMIANG,2026-03-21,
BENER MERIAH,2026-03-21,
ACEH JAYA,2026-03-21,
ACEH UTARA,2026-03-21,
BIREUEN,2026-03-21,
GAYO LUES,2026-03-21,
ACEH BARAT DAYA,2026-03-21,
ACEH BESAR,2026-03-21,
ACEH BARAT,2026-03-21,
PIDIE,2026-03-21,
ACEH TENGGARA,2026-03-21,
ACEH SELATAN,2026-03-21,
ACEH TENGAH,2026-03-21,
ACEH TIMUR,2026-03-21,
ACEH SINGKIL,2026-03-21,0.5417201540436457
SIMEULUE,2026-03-21,
PIDIE JAYA,2026-03-22,
LANGSA,2026-03-22,
SABANG,2026-03-22,
SUBULUSSALAM,2026-03-22,
LHOKSEUMAWE,2026-03-22,
BANDA ACEH,2026-03-22,
NAGAN RAYA,2026-03-22,
ACEH TAMIANG,2026-03-22,
BENER MERIAH,2026-03-22,
ACEH JAYA,2026-03-22,
ACEH UTARA,2026-03-22,
BIREUEN,2026-03-22,
GAYO LUES,2026-03-22,
ACEH BARAT DAYA,2026-03-22,
ACEH BESAR,2026-03-22,0.9116072514904487
ACEH BARAT,2026-03-22,
PIDIE,2026-03-22,
ACEH TENGGARA,2026-03-22,
ACEH SELATAN,2026-03-22,
ACEH TENGAH,2026-03-22,
ACEH TIMUR,2026-03-22,
ACEH SINGKIL,2026-03-22,
SIMEULUE,2026-03-22,
PIDIE JAYA,2026-03-22,
LANGSA,2026-03-22,
SABANG,2026-03-22,0.862641758034916
SUBULUSSALAM,2026-03-22,
LHOKSEUMAWE,2026-03-22,
BANDA ACEH,2026-03-22,0.5450011873664212
NAGAN RAYA,2026-03-22,
ACEH TAMIANG,2026-03-22,
BENER MERIAH,2026-03-22,
ACEH JAYA,2026-03-22,
ACEH UTARA,2026-03-22,
BIREUEN,2026-03-22,
GAYO LUES,2026-03-22,
ACEH BARAT DAYA,2026-03-22,
ACEH BESAR,2026-03-22,0.7503493083694287
ACEH BARAT,2026-03-22,
PIDIE,2026-03-22,
ACEH TENGGARA,2026-03-22,
ACEH SELATAN,2026-03-22,
ACEH TENGAH,2026-03-22,
ACEH TIMUR,2026-03-22,
ACEH SINGKIL,2026-03-22,
SIMEULUE,2026-03-22,
PIDIE JAYA,2026-03-22,
LANGSA,2026-03-22,
SABANG,2026-03-22,
SUBULUSSALAM,2026-03-22,
LHOKSEUMAWE,2026-03-22,
BANDA ACEH,2026-03-22,
NAGAN RAYA,2026-03-22,
ACEH TAMIANG,2026-03-22,
BENER MERIAH,2026-03-22,
ACEH JAYA,2026-03-22,1.0
ACEH UTARA,2026-03-22,
BIREUEN,2026-03-22,
GAYO LUES,2026-03-22,
ACEH BARAT DAYA,2026-03-22,
ACEH BESAR,2026-03-22,0.9682203389830508
ACEH BARAT,2026-03-22,
PIDIE,2026-03-22,
ACEH TENGGARA,2026-03-22,
ACEH SELATAN,2026-03-22,
ACEH TENGAH,2026-03-22,
ACEH TIMUR,2026-03-22,
ACEH SINGKIL,2026-03-22,
SIMEULUE,2026-03-22,
PIDIE JAYA,2026-03-26,
LANGSA,2026-03-26,
SABANG,2026-03-26,
SUBULUSSALAM,2026-03-26,
LHOKSEUMAWE,2026-03-26,
BANDA ACEH,2026-03-26,
NAGAN RAYA,2026-03-26,
ACEH TAMIANG,2026-03-26,
BENER MERIAH,2026-03-26,
ACEH JAYA,2026-03-26,
ACEH UTARA,2026-03-26,
BIREUEN,2026-03-26,
GAYO LUES,2026-03-26,
ACEH BARAT DAYA,2026-03-26,
ACEH BESAR,2026-03-26,
ACEH BARAT,2026-03-26,
PIDIE,2026-03-26,
ACEH TENGGARA,2026-03-26,
ACEH SELATAN,2026-03-26,
ACEH TENGAH,2026-03-26,
ACEH TIMUR,2026-03-26,
ACEH SINGKIL,2026-03-26,1.0
SIMEULUE,2026-03-26,
PIDIE JAYA,2026-03-26,
LANGSA,2026-03-26,
SABANG,2026-03-26,
SUBULUSSALAM,2026-03-26,
LHOKSEUMAWE,2026-03-26,
BANDA ACEH,2026-03-26,
NAGAN RAYA,2026-03-26,
ACEH TAMIANG,2026-03-26,
BENER MERIAH,2026-03-26,
ACEH JAYA,2026-03-26,
ACEH UTARA,2026-03-26,
BIREUEN,2026-03-26,
GAYO LUES,2026-03-26,
ACEH BARAT DAYA,2026-03-26,
ACEH BESAR,2026-03-26,
ACEH BARAT,2026-03-26,
PIDIE,2026-03-26,
ACEH TENGGARA,2026-03-26,
ACEH SELATAN,2026-03-26,
ACEH TENGAH,2026-03-26,
ACEH TIMUR,2026-03-26,
ACEH SINGKIL,2026-03-26,
SIMEULUE,2026-03-26,
PIDIE JAYA,2026-03-26,
LANGSA,2026-03-26,
SABANG,2026-03-26,
SUBULUSSALAM,2026-03-26,0.9743924482827877
LHOKSEUMAWE,2026-03-26,
BANDA ACEH,2026-03-26,
NAGAN RAYA,2026-03-26,
ACEH TAMIANG,2026-03-26,
BENER MERIAH,2026-03-26,
ACEH JAYA,2026-03-26,
ACEH UTARA,2026-03-26,
BIREUEN,2026-03-26,
GAYO LUES,2026-03-26,
ACEH BARAT DAYA,2026-03-26,
ACEH BESAR,2026-03-26,
ACEH BARAT,2026-03-26,
PIDIE,2026-03-26,
ACEH TENGGARA,2026-03-26,
ACEH SELATAN,2026-03-26,
ACEH TENGAH,2026-03-26,
ACEH TIMUR,2026-03-26,
ACEH SINGKIL,2026-03-26,0.8036981358989778
SIMEULUE,2026-03-26,
PIDIE JAYA,2026-03-26,
LANGSA,2026-03-26,
SABANG,2026-03-26,
SUBULUSSALAM,2026-03-26,1.0
LHOKSEUMAWE,2026-03-26,
BANDA ACEH,2026-03-26,
NAGAN RAYA,2026-03-26,
ACEH TAMIANG,2026-03-26,
BENER MERIAH,2026-03-26,
ACEH JAYA,2026-03-26,
ACEH UTARA,2026-03-26,
BIREUEN,2026-03-26,
GAYO LUES,2026-03-26,
ACEH BARAT DAYA,2026-03-26,
ACEH BESAR,2026-03-26,
ACEH BARAT,2026-03-26,
PIDIE,2026-03-26,
ACEH TENGGARA,2026-03-26,0.5625551462864666
ACEH SELATAN,2026-03-26,0.8259493670886076
ACEH TENGAH,2026-03-26,
ACEH TIMUR,2026-03-26,
ACEH SINGKIL,2026-03-26,
SIMEULUE,2026-03-26,
PIDIE JAYA,2026-03-26,
LANGSA,2026-03-26,
SABANG,2026-03-26,
SUBULUSSALAM,2026-03-26,
LHOKSEUMAWE,2026-03-26,
BANDA ACEH,2026-03-26,
NAGAN RAYA,2026-03-26,
ACEH TAMIANG,2026-03-26,0.0
BENER MERIAH,2026-03-26,
ACEH JAYA,2026-03-26,
ACEH UTARA,2026-03-26,
BIREUEN,2026-03-26,
GAYO LUES,2026-03-26,
ACEH BARAT DAYA,2026-03-26,
ACEH BESAR,2026-03-26,
ACEH BARAT,2026-03-26,
PIDIE,2026-03-26,
ACEH TENGGARA,2026-03-26,
ACEH SELATAN,2026-03-26,
ACEH TENGAH,2026-03-26,
ACEH TIMUR,2026-03-26,
ACEH SINGKIL,2026-03-26,
SIMEULUE,2026-03-26,
PIDIE JAYA,2026-03-26,
LANGSA,2026-03-26,
SABANG,2026-03-26,0.6254500565785412
SUBULUSSALAM,2026-03-26,
LHOKSEUMAWE,2026-03-26,
BANDA ACEH,2026-03-26,
NAGAN RAYA,2026-03-26,
ACEH TAMIANG,2026-03-26,
BENER MERIAH,2026-03-26,
ACEH JAYA,2026-03-26,
ACEH UTARA,2026-03-26,
BIREUEN,2026-03-26,
GAYO LUES,2026-03-26,
ACEH BARAT DAYA,2026-03-26,
ACEH BESAR,2026-03-26,0.7350878711799844
ACEH BARAT,2026-03-26,
PIDIE,2026-03-26,
ACEH TENGGARA,2026-03-26,
ACEH SELATAN,2026-03-26,
ACEH TENGAH,2026-03-26,
ACEH TIMUR,2026-03-26,
ACEH SINGKIL,2026-03-26,
SIMEULUE,2026-03-26,
PIDIE JAYA,2026-03-26,
LANGSA,2026-03-26,
SABANG,2026-03-26,
SUBULUSSALAM,2026-03-26,
LHOKSEUMAWE,2026-03-26,
BANDA ACEH,2026-03-26,
NAGAN RAYA,2026-03-26,
ACEH TAMIANG,2026-03-26,
BENER MERIAH,2026-03-26,
ACEH JAYA,2026-03-26,
ACEH UTARA,2026-03-26,
BIREUEN,2026-03-26,
GAYO LUES,2026-03-26,
ACEH BARAT DAYA,2026-03-26,
ACEH BESAR,2026-03-26,
ACEH BARAT,2026-03-26,
PIDIE,2026-03-26,
ACEH TENGGARA,2026-03-26,
ACEH SELATAN,2026-03-26,
ACEH TENGAH,2026-03-26,
ACEH TIMUR,2026-03-26,
ACEH SINGKIL,2026-03-26,
SIMEULUE,2026-03-26,0.7231624503008337
PIDIE JAYA,2026-03-26,0.5137299771167048
LANGSA,2026-03-26,
SABANG,2026-03-26,
SUBULUSSALAM,2026-03-26,
LHOKSEUMAWE,2026-03-26,
BANDA ACEH,2026-03-26,
NAGAN RAYA,2026-03-26,
ACEH TAMIANG,2026-03-26,
BENER MERIAH,2026-03-26,
ACEH JAYA,2026-03-26,
ACEH UTARA,2026-03-26,
BIREUEN,2026-03-26,0.49737161342499
GAYO LUES,2026-03-26,
ACEH BARAT DAYA,2026-03-26,
ACEH BESAR,2026-03-26,
ACEH BARAT,2026-03-26,
PIDIE,2026-03-26,0.6330972534116428
ACEH TENGGARA,2026-03-26,
ACEH SELATAN,2026-03-26,
ACEH TENGAH,2026-03-26,
ACEH TIMUR,2026-03-26,
ACEH SINGKIL,2026-03-26,
SIMEULUE,2026-03-26,
PIDIE JAYA,2026-03-26,
LANGSA,2026-03-26,
SABANG,2026-03-26,
SUBULUSSALAM,2026-03-26,
LHOKSEUMAWE,2026-03-26,
BANDA ACEH,2026-03-26,
NAGAN RAYA,2026-03-26,
ACEH TAMIANG,2026-03-26,
BENER MERIAH,2026-03-26,
ACEH JAYA,2026-03-26,
ACEH UTARA,2026-03-26,
BIREUEN,2026-03-26,
GAYO LUES,2026-03-26,
ACEH BARAT DAYA,2026-03-26,
ACEH BESAR,2026-03-26,
ACEH BARAT,2026-03-26,
PIDIE,2026-03-26,0.5653380924053143
ACEH TENGGARA,2026-03-26,
ACEH SELATAN,2026-03-26,
ACEH TENGAH,2026-03-26,
ACEH TIMUR,2026-03-26,
ACEH SINGKIL,2026-03-26,
SIMEULUE,2026-03-26,
PIDIE JAYA,2026-03-26,0.6666666666666666
LANGSA,2026-03-26,
SABANG,2026-03-26,
SUBULUSSALAM,2026-03-26,
LHOKSEUMAWE,2026-03-26,0.29044824815563297
BANDA ACEH,2026-03-26,
NAGAN RAYA,2026-03-26,
ACEH TAMIANG,2026-03-26,
BENER MERIAH,2026-03-26,
ACEH JAYA,2026-03-26,
ACEH UTARA,2026-03-26,0.6140029000088775
BIREUEN,2026-03-26,0.40604433130510365
GAYO LUES,2026-03-26,
ACEH BARAT DAYA,2026-03-26,
ACEH BESAR,2026-03-26,
ACEH BARAT,2026-03-26,
PIDIE,2026-03-26,
ACEH TENGGARA,2026-03-26,
ACEH SELATAN,2026-03-26,
ACEH TENGAH,2026-03-26,
ACEH TIMUR,2026-03-26,
ACEH SINGKIL,2026-03-26,
SIMEULUE,2026-03-26,
PIDIE JAYA,2026-03-26,
LANGSA,2026-03-26,
SABANG,2026-03-26,
SUBULUSSALAM,2026-03-26,
LHOKSEUMAWE,2026-03-26,
BANDA ACEH,2026-03-26,
NAGAN RAYA,2026-03-26,
ACEH TAMIANG,2026-03-26,
BENER MERIAH,2026-03-26,
ACEH JAYA,2026-03-26,
ACEH UTARA,2026-03-26,
BIREUEN,2026-03-26,
GAYO LUES,2026-03-26,
ACEH BARAT DAYA,2026-03-26,
ACEH BESAR,2026-03-26,
ACEH BARAT,2026-03-26,
PIDIE,2026-03-26,
ACEH TENGGARA,2026-03-26,
ACEH SELATAN,2026-03-26,0.9259115781318096
ACEH TENGAH,2026-03-26,
ACEH TIMUR,2026-03-26,
ACEH SINGKIL,2026-03-26,
SIMEULUE,2026-03-26,
PIDIE JAYA,2026-03-29,
LANGSA,2026-03-29,
SABANG,2026-03-29,0.5783475783475783
SUBULUSSALAM,2026-03-29,
LHOKSEUMAWE,2026-03-29,
BANDA ACEH,2026-03-29,0.797812396420285
NAGAN RAYA,2026-03-29,
ACEH TAMIANG,2026-03-29,
BENER MERIAH,2026-03-29,
ACEH JAYA,2026-03-29,
ACEH UTARA,2026-03-29,
BIREUEN,2026-03-29,
GAYO LUES,2026-03-29,
ACEH BARAT DAYA,2026-03-29,
ACEH BESAR,2026-03-29,0.7692307692307693
ACEH BARAT,2026-03-29,
PIDIE,2026-03-29,
ACEH TENGGARA,2026-03-29,
ACEH SELATAN,2026-03-29,
ACEH TENGAH,2026-03-29,
ACEH TIMUR,2026-03-29,
ACEH SINGKIL,2026-03-29,
SIMEULUE,2026-03-29,
PIDIE JAYA,2026-03-29,
LANGSA,2026-03-29,
SABANG,2026-03-29,
SUBULUSSALAM,2026-03-29,
LHOKSEUMAWE,2026-03-29,
BANDA ACEH,2026-03-29,
NAGAN RAYA,2026-03-29,
ACEH TAMIANG,2026-03-29,
BENER MERIAH,2026-03-29,
ACEH JAYA,2026-03-29,
ACEH UTARA,2026-03-29,
BIREUEN,2026-03-29,
GAYO LUES,2026-03-29,
ACEH BARAT DAYA,2026-03-29,
ACEH BESAR,2026-03-29,
ACEH BARAT,2026-03-29,
PIDIE,2026-03-29,0.719875091844232
ACEH TENGGARA,2026-03-29,
ACEH SELATAN,2026-03-29,
ACEH TENGAH,2026-03-29,
ACEH TIMUR,2026-03-29,
ACEH SINGKIL,2026-03-29,
SIMEULUE,2026-03-29,
PIDIE JAYA,2026-04-05,
LANGSA,2026-04-05,0.47065807327001347
SABANG,2026-04-05,
SUBULUSSALAM,2026-04-05,
LHOKSEUMAWE,2026-04-05,
BANDA ACEH,2026-04-05,
NAGAN RAYA,2026-04-05,
ACEH TAMIANG,2026-04-05,
BENER MERIAH,2026-04-05,
ACEH JAYA,2026-04-05,
ACEH UTARA,2026-04-05,
BIREUEN,2026-04-05,
GAYO LUES,2026-04-05,
ACEH BARAT DAYA,2026-04-05,
ACEH BESAR,2026-04-05,
ACEH BARAT,2026-04-05,
PIDIE,2026-04-05,
ACEH TENGGARA,2026-04-05,
ACEH SELATAN,2026-04-05,
ACEH TENGAH,2026-04-05,
ACEH TIMUR,2026-04-05,0.674403747870528
ACEH SINGKIL,2026-04-05,
SIMEULUE,2026-04-05,
PIDIE JAYA,2026-04-12,
LANGSA,2026-04-12,0.8978288633461047
SABANG,2026-04-12,
SUBULUSSALAM,2026-04-12,
LHOKSEUMAWE,2026-04-12,
BANDA ACEH,2026-04-12,
NAGAN RAYA,2026-04-12,
ACEH TAMIANG,2026-04-12,
BENER MERIAH,2026-04-12,
ACEH JAYA,2026-04-12,
ACEH UTARA,2026-04-12,
BIREUEN,2026-04-12,
GAYO LUES,2026-04-12,
ACEH BARAT DAYA,2026-04-12,
ACEH BESAR,2026-04-12,
ACEH BARAT,2026-04-12,
PIDIE,2026-04-12,
ACEH TENGGARA,2026-04-12,
ACEH SELATAN,2026-04-12,
ACEH TENGAH,2026-04-12,
ACEH TIMUR,2026-04-12,0.7287052810902895
ACEH SINGKIL,2026-04-12,
SIMEULUE,2026-04-12,
PIDIE JAYA,2026-04-12,
LANGSA,2026-04-12,
SABANG,2026-04-12,
SUBULUSSALAM,2026-04-12,
LHOKSEUMAWE,2026-04-12,
BANDA ACEH,2026-04-12,
NAGAN RAYA,2026-04-12,
ACEH TAMIANG,2026-04-12,0.2837526478129994
BENER MERIAH,2026-04-12,
ACEH JAYA,2026-04-12,
ACEH UTARA,2026-04-12,
BIREUEN,2026-04-12,
GAYO LUES,2026-04-12,
ACEH BARAT DAYA,2026-04-12,
ACEH BESAR,2026-04-12,
ACEH BARAT,2026-04-12,
PIDIE,2026-04-12,
ACEH TENGGARA,2026-04-12,
ACEH SELATAN,2026-04-12,
ACEH TENGAH,2026-04-12,
ACEH TIMUR,2026-04-12,
ACEH SINGKIL,2026-04-12,
SIMEULUE,2026-04-12,
PIDIE JAYA,2026-04-13,
LANGSA,2026-04-13,
SABANG,2026-04-13,
SUBULUSSALAM,2026-04-13,
LHOKSEUMAWE,2026-04-13,
BANDA ACEH,2026-04-13,0.770322813997649
NAGAN RAYA,2026-04-13,
ACEH TAMIANG,2026-04-13,
BENER MERIAH,2026-04-13,
ACEH JAYA,2026-04-13,
ACEH UTARA,2026-04-13,
BIREUEN,2026-04-13,
GAYO LUES,2026-04-13,
ACEH BARAT DAYA,2026-04-13,
ACEH BESAR,2026-04-13,0.875
ACEH BARAT,2026-04-13,
PIDIE,2026-04-13,
ACEH TENGGARA,2026-04-13,
ACEH SELATAN,2026-04-13,
ACEH TENGAH,2026-04-13,
ACEH TIMUR,2026-04-13,
ACEH SINGKIL,2026-04-13,
SIMEULUE,2026-04-13,
PIDIE JAYA,2026-04-15,
LANGSA,2026-04-15,
SABANG,2026-04-15,0.6737547334692688
SUBULUSSALAM,2026-04-15,
LHOKSEUMAWE,2026-04-15,
BANDA ACEH,2026-04-15,0.8640235285130438
NAGAN RAYA,2026-04-15,
ACEH TAMIANG,2026-04-15,
BENER MERIAH,2026-04-15,
ACEH JAYA,2026-04-15,
ACEH UTARA,2026-04-15,
BIREUEN,2026-04-15,
GAYO LUES,2026-04-15,
ACEH BARAT DAYA,2026-04-15,
ACEH BESAR,2026-04-15,0.8172230186360844
ACEH BARAT,2026-04-15,
PIDIE,2026-04-15,
ACEH TENGGARA,2026-04-15,
ACEH SELATAN,2026-04-15,
ACEH TENGAH,2026-04-15,
ACEH TIMUR,2026-04-15,
ACEH SINGKIL,2026-04-15,
SIMEULUE,2026-04-15,
PIDIE JAYA,2026-04-16,
LANGSA,2026-04-16,
SABANG,2026-04-16,0.7782082556081695
SUBULUSSALAM,2026-04-16,
LHOKSEUMAWE,2026-04-16,
BANDA ACEH,2026-04-16,0.7712821623182129
NAGAN RAYA,2026-04-16,
ACEH TAMIANG,2026-04-16,
BENER MERIAH,2026-04-16,
ACEH JAYA,2026-04-16,
ACEH UTARA,2026-04-16,
BIREUEN,2026-04-16,
GAYO LUES,2026-04-16,
ACEH BARAT DAYA,2026-04-16,
ACEH BESAR,2026-04-16,0.5568448003486409
ACEH BARAT,2026-04-16,
PIDIE,2026-04-16,
ACEH TENGGARA,2026-04-16,
ACEH SELATAN,2026-04-16,
ACEH TENGAH,2026-04-16,
ACEH TIMUR,2026-04-16,
ACEH SINGKIL,2026-04-16,
SIMEULUE,2026-04-16,
PIDIE JAYA,2026-04-18,
LANGSA,2026-04-18,
SABANG,2026-04-18,
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,
ACEH UTARA,2026-04-18,
BIREUEN,2026-04-18,
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-18,
LANGSA,2026-04-18,
SABANG,2026-04-18,
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,0.875
ACEH UTARA,2026-04-18,
BIREUEN,2026-04-18,
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,0.75
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-18,
LANGSA,2026-04-18,
SABANG,2026-04-18,0.0
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,0.8164390993760737
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,
ACEH UTARA,2026-04-18,
BIREUEN,2026-04-18,
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,0.868421052631579
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-18,
LANGSA,2026-04-18,
SABANG,2026-04-18,
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,
ACEH UTARA,2026-04-18,
BIREUEN,2026-04-18,
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,0.7750700226740087
PIDIE JAYA,2026-04-18,
LANGSA,2026-04-18,
SABANG,2026-04-18,
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,
NAGAN RAYA,2026-04-18,0.7558878504672898
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,
ACEH UTARA,2026-04-18,
BIREUEN,2026-04-18,
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,
ACEH BARAT,2026-04-18,0.7708531127085312
PIDIE,2026-04-18,
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-18,0.7001234785676487
LANGSA,2026-04-18,
SABANG,2026-04-18,
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,
ACEH UTARA,2026-04-18,
BIREUEN,2026-04-18,0.7534618697409396
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,0.7093913744457879
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-18,
LANGSA,2026-04-18,
SABANG,2026-04-18,
SUBULUSSALAM,2026-04-18,
